zsc_mean,zsc_std,dis_mean,dis_std,csd_mean,csd_std,angle_mean,dis_maxmin_mean,dis_maxmin_std,angle_maxmin_mean,csd_maxmin_mean,csd_maxmin_std
0.8168781224055348,0.0179538362615581,285.3355689196381,5.589771624119444,0.0047121399741351,0.012316012265868,0.7857562756785526,1.856312772751464,0.0792294332042375,2.3859898243746667,16.728964683342202,132.65588401789427
0.8238093809270112,0.0183376068303563,283.97808470964304,6.182289609207643,0.0063729604525306,0.0162433879257701,0.7857566574320726,1.826179872136388,0.0813348745725475,2.257526664890783,24.067104976025576,139.579871215156
0.8176547207446808,0.0184147436635989,284.9922664893617,5.9417790744170125,0.005487871175851,0.0146121971751686,0.7859351276595746,1.8525254627659573,0.0827287640315576,2.375503914893617,22.123143452127664,160.71490555023485
0.8173173408,0.018032229133397,285.3656928,5.664073873524719,0.0046807715895466,0.0122284755598781,0.78575704,1.853645429333333,0.0802341467018504,2.371993301333333,16.96453581866667,133.13682380154822
0.8207762788461539,0.0177975975272981,285.6366634615385,5.836896627441162,0.0042673165120726,0.011283694750594,0.7855778076923079,1.8333570940170936,0.0803513331412049,2.2745661485042734,15.148897110042736,113.86887708657515
0.8256833141333334,0.0206453095502282,282.78853226666666,7.506387537829943,0.0088497420780799,0.0192877947319904,0.7855243306666667,1.8185086506666663,0.0886446562428263,2.2224753013333336,76.68012959999999,392.2518367999429
0.8186541786666666,0.0188423126082346,284.7849626666667,6.067962088974071,0.0057048759992533,0.0149950119465089,0.7859365600000001,1.8470709653333333,0.0848495071492775,2.36104264,23.482988437333333,162.0455947829882
0.8207466268898488,0.0179588076404792,285.5822041036717,5.908493477244165,0.0043333097800215,0.0112747058266757,0.7855797494600433,1.8339117926565875,0.0804085193861289,2.278031279697624,19.0786003725702,144.2041515826552
0.8240933673796792,0.0191160168205143,283.9239524064171,6.791214774612022,0.0073434561941176,0.0174099989200329,0.7853446684491979,1.825050245989305,0.0835133076290437,2.229617449197861,57.379195636363626,352.6299940189699
0.822598708847185,0.0174301447535366,285.0433549597855,5.749226460518162,0.0051121277931367,0.0137612180367781,0.7855784825737266,1.8279699302949064,0.0788519820031261,2.253486380697051,14.96844286327078,99.922856908091
0.8274420550213676,0.0193090059252722,282.8750587606838,7.197469884136372,0.0091917481228632,0.0201957563135715,0.7853447254273506,1.8108601335470087,0.0853556509409324,2.170228776709402,70.45417661324787,375.93217263539486
0.8304952350726196,0.0161081578500459,282.98677622377625,7.290742983341532,0.0092341301215707,0.0201584871930499,0.785163287789134,1.7948669123184506,0.0683640419669314,2.102156724045185,70.31056608391609,373.64903707826414
0.8178121499999998,0.0185165416744469,284.94846595744684,5.976066254176426,0.0055401071838297,0.0147280137647974,0.7859351276595746,1.851652111702128,0.0833944245724456,2.372394037234043,22.56022963297873,161.42684364102334
0.8220806568364611,0.0172004385716177,285.0847211796246,5.727383984443911,0.0051472947947453,0.0136405980358888,0.7855784825737266,1.8308093029490613,0.077439629402404,2.2673843914209115,14.92019650938338,99.31695607716615
0.8238868558510638,0.0189074310393756,283.92798989361705,6.654253489642665,0.0073404521110638,0.0174939289856489,0.7853913702127661,1.826234728723404,0.0829521724061411,2.2382610478723404,50.97805594680851,315.9379889046755
0.8228416235294117,0.0176352256229718,284.382856684492,5.995102539477569,0.0061603228840641,0.0158980280727976,0.785758,1.830412882352941,0.0787370410394973,2.269785310160428,20.41564427807487,126.06170661292188
0.8194185408,0.018616062462368,284.67667840000007,6.07376612540726,0.0058732367715199,0.0153525501353732,0.7859365600000002,1.8436641813333328,0.083452224456344,2.352399424,23.982735946666665,162.23151397670188
0.8219850096308186,0.0173693641074054,284.5910856072766,5.9433239868789,0.005933332776993,0.0153906333559618,0.7857581926163724,1.8338725200642048,0.0770050036606345,2.288967768860353,19.74612150882825,125.89101620891424
0.8239262034353194,0.0189498164245491,283.96564626945786,6.676833787132519,0.0073015281367686,0.0173810962119184,0.7853913097155127,1.825841304347826,0.0829899121091552,2.2354281105743423,51.27565778851315,317.3296883347053
0.8219900416221985,0.0179824843420476,284.37690234791893,6.053988627573734,0.0059642044832443,0.0152764396052252,0.7858171035218783,1.832976334044824,0.0792013331175683,2.3012993916755606,25.05765172358592,162.84014721028046
0.8244064565916398,0.0195786020657173,283.6928719185424,7.037831599105398,0.0076799473452304,0.0178502261344159,0.7853445541264736,1.82345882636656,0.0855962264988769,2.225150096463023,66.4011453965702,381.2527318410096
0.8219329327956989,0.0173420453116861,285.5442112903226,5.650865585129035,0.0042496774850537,0.0115631820312229,0.7855789677419356,1.828044994623656,0.079107118146347,2.2560020806451613,12.630756795698929,97.75150484848328
0.8205043977576081,0.0183854551707546,284.5385258942872,6.096197050289494,0.0059762395507741,0.0155016860810952,0.785937135077416,1.8386561505605976,0.0814770333934083,2.334994319273892,24.51857701014416,162.51881639654982
0.8246108895410886,0.0195553405511268,283.49217929562434,6.8789504505793095,0.0075271164626467,0.0177452566433429,0.7855243980789757,1.822724765208111,0.0852527745055247,2.238059386339381,62.759441024546426,364.8315853447074
0.8243202311396469,0.0188028512804638,283.7539582664527,6.254532951166661,0.0064789944175494,0.016371300492877,0.7857581926163724,1.8232624451578383,0.0835417158118943,2.254268903156768,25.591996934189407,142.26743109244734
0.8168936058510637,0.0179231675087301,285.31386170212767,5.574203570413262,0.0047095547369148,0.0123130377590449,0.7857560851063831,1.8563139946808511,0.0790203876411587,2.3877681223404257,16.721155191489363,132.62101016090304
0.8233314708087841,0.0181261714956167,284.4138987680771,6.128834389960654,0.0059972192138189,0.0155278232055189,0.7855782892340654,1.8272731226566683,0.0809207539813914,2.246915993572576,21.24272783610069,117.59710265628112
